x13,col,yr,site,sample.core.no,replicate.section,type.1,sample,region,loc.collect,principal.habitat,cervicornis,long,lat,water.depth,date,collector,loc.store,type.2,type.3,penetration.depth.m,recovery.m,bot.m,top.m,section.length,type.4,max,min,method,temp,notes,wet,dry,x2mm,x500,x250,x106,x63,otoliths,spicules,mollusks,dermal.denticles,gastropods,bivalvia,scaphop,bryozoa,urchins,crustacean,corals,halimedas,otolitos.vertebras.dientes,residuos,sagittal.number,sagittal.weight.mg,other.number,other.weight.mg,dientes.number,dientes.weight.mg,huesos.number,huesos.weight.mg,name,desc,long.1,lat.deg,lat.dec.mins,long.deg,long.dec.mins,lat.deg.1,lat.mins,lat.sec,long.deg.1,long.mins,long.sec
NA,AT,13, 2,3,NA,H,AT13-2-3-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27153,9.360233333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 1,NA,1.33,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-2-3- (H),Holocene,-82.27153, 9,21.614,-82,16.2920,NA,NA,NA,NA,NA,NA
NA,AT,13, 2,4,NA,H,AT13-2-4-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27153,9.360233333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 1,NA,1.57,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-2-4- (H),Holocene,-82.27153, 9,21.614,-82,16.2920,NA,NA,NA,NA,NA,NA
NA,AT,13, 2,5,NA,H,AT13-2-5-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27153,9.360233333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 1,NA,1.24,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-2-5- (H),Holocene,-82.27153, 9,21.614,-82,16.2920,NA,NA,NA,NA,NA,NA
NA,AT,13, 2,6,NA,H,AT13-2-6-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27153,9.360233333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 1,NA,2.05,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-2-6- (H),Holocene,-82.27153, 9,21.614,-82,16.2920,NA,NA,NA,NA,NA,NA
NA,AT,13, 2,7,NA,H,AT13-2-7-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27153,9.360233333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 1,NA,1.85,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-2-7- (H),Holocene,-82.27153, 9,21.614,-82,16.2920,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,1,NA,H,AT13-3-1-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 2,NA,1.50,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-1- (H),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,2,NA,H,AT13-3-2-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-2- (H),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,3,NA,H,AT13-3-3-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-3- (H),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,4,NA,H,AT13-3-4-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-4- (H),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,5,NA,H,AT13-3-5-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Maggie,NMNH,Hand,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,A. palmata for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-5- (H),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,10,NA,B,AT13-3-10-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-10- (B),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,10,NA,O,AT13-3-10-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-10- (O),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,10,NA,S,AT13-3-10-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-10- (S),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,11,NA,B,AT13-3-11-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-11- (B),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,11,NA,O,AT13-3-11-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-11- (O),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,11,NA,S,AT13-3-11-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-11- (S),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,12,NA,B,AT13-3-12-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-12- (B),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,12,NA,O,AT13-3-12-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-12- (O),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,12,NA,S,AT13-3-12-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-12- (S),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,13,NA,B,AT13-3-13-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-13- (B),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,13,NA,O,AT13-3-13-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-13- (O),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,13,NA,S,AT13-3-13-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-13- (S),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,14,NA,B,AT13-3-14-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-14- (B),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,14,NA,O,AT13-3-14-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-14- (O),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 3,14,NA,S,AT13-3-14-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27143,9.359933333,NA,15-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 2,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-3-14- (S),Holocene,-82.27143, 9,21.596,-82,16.2860,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,1,NA,B,AT13-4-1-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-1- (B),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,1,NA,O,AT13-4-1-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-1- (O),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,1,NA,S,AT13-4-1-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-1- (S),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,1,NA,H,AT13-4-1-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,Black Mangrove seed. Various shells,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-1- (H),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,2,NA,B,AT13-4-2-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-2- (B),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,2,NA,O,AT13-4-2-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-2- (O),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,2,NA,S,AT13-4-2-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-2- (S),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,3,NA,B,AT13-4-3-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-3- (B),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,3,NA,O,AT13-4-3-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-3- (O),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,3,NA,S,AT13-4-3-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-3- (S),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,4,NA,B,AT13-4-4-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Large Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-4- (B),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,4,NA,O,AT13-4-4-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-4- (O),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,4,NA,S,AT13-4-4-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-4- (S),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,4,NA,H,AT13-4-4-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Hand,Excavated pit,Trench 3,NA,1.00,NA,NA,Holocene,NA,NA,NA,NA,Wood for dating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-4- (H),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,5,NA,B,AT13-4-5-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Large Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-5- (B),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,5,NA,O,AT13-4-5-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-5- (O),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,5,NA,S,AT13-4-5-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Small Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-5- (S),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,6,NA,B,AT13-4-6-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Large Bulk,Excavated pit,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-6- (B),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,6,NA,O,AT13-4-6-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Small Bulk,Excavated,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-6- (O),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 4,6,NA,S,AT13-4-6-,Bocas,Lennond - Sweet Bocas,Lagoonal mud,dead,-82.27085,9.360516667,NA,16-Oct-2013,Aaron,NMNH,Small Bulk,Excavated,Trench 3,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-4-6- (S),Holocene,-82.27085, 9,21.631,-82,16.2510,NA,NA,NA,NA,NA,NA
NA,AT,13, 5,1,NA,B,AT13-5-1-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27180,9.359983333,NA,16-Oct-2013,Aaron,STRI,Large Bulk,Excavated pit,Trench 4,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-5-1- (B),Holocene,-82.27180, 9,21.599,-82,16.3080,NA,NA,NA,NA,NA,NA
NA,AT,13, 5,1,NA,O,AT13-5-1-,Bocas,Lennond - Sweet Bocas,Fringing reef,dead,-82.27180,9.359983333,NA,16-Oct-2013,Aaron,STRI,Small Bulk,Excavated pit,Trench 4,NA,NA,NA,NA,Holocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT13-5-1- (O),Holocene,-82.27180, 9,21.599,-82,16.3080,NA,NA,NA,NA,NA,NA
