x13,col,yr,site,sample.core.no,replicate.section,type.1,sample,region,loc.collect,principal.habitat,cervicornis,long,lat,water.depth,date,collector,loc.store,type.2,type.3,penetration.depth.m,recovery.m,bot.m,top.m,section.length,type.4,max,min,method,temp,notes,wet,dry,x2mm,x500,x250,x106,x63,otoliths,spicules,mollusks,dermal.denticles,gastropods,bivalvia,scaphop,bryozoa,urchins,crustacean,corals,halimedas,otolitos.vertebras.dientes,residuos,sagittal.number,sagittal.weight.mg,other.number,other.weight.mg,dientes.number,dientes.weight.mg,huesos.number,huesos.weight.mg,name,desc,long.1,lat.deg,lat.dec.mins,long.deg,long.dec.mins,lat.deg.1,lat.mins,lat.sec,long.deg.1,long.mins,long.sec
NA,AT,12, 1,1,1,M,AT12-1-1-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,12,4-Sep-2012,Aaron,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,10050.00, 400.4200,2843.6000,NA,NA,NA,NA,NA, 1,NA, 63.520, 31.740,0.016,0.648,10.634,5.140,145.040, 0.481,0.000, 134.370,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-1-1 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,1,1,O,AT12-1-1-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,12,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,  850.00,  34.6540, 157.1040, 123.8340,  94.6840,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 38,NA, 0, 0, 0, 0, 0, 0,AT12-1-1-1 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,1,1,S,AT12-1-1-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,12,4-Sep-2012,Aaron,Scripps,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,Sent to Scripps with Katie,NA,  633.65,  34.9532, 126.2129,  95.4482,  84.3180, 58.5000,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-1-1 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,1,2,M,AT12-1-1-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,12,4-Sep-2012,Brigida,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-1-2 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,1,2,O,AT12-1-1-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,12,4-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1150.00,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-1-2 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,1,2,S,AT12-1-1-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,12,4-Sep-2012,Brigida,Scripps,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,Sent to Scripps with Katie,NA,  635.65,  19.4551, 118.0374,  86.5779,  78.5807, 68.3862,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-1-2 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,2,1,M,AT12-1-2-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,10,4-Sep-2012,Aaron,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 9100.00, 291.3420,1143.6000,NA,NA,NA,NA,NA, 1,NA, 46.280, 32.170,0.033,0.000, 4.580,0.640,180.200, 0.129,0.000,  27.310,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-2-1 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,2,1,O,AT12-1-2-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,10,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1150.00,  57.6350, 261.7680, 159.4210, 167.8310,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 89,NA, 0, 0, 3, 0, 0, 0,AT12-1-2-1 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,2,1,S,AT12-1-2-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,10,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1150.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-2-1 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,2,2,M,AT12-1-2-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,10,4-Sep-2012,Brigida,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,10100.00, 453.4400,2422.0000,NA,NA,NA,NA,NA, 1,NA, 70.630, 40.660,0.000,0.163,14.274,3.318,199.490, 0.218,0.414, 137.790,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-2-2 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,2,2,O,AT12-1-2-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,10,4-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1150.00,  50.0200, 238.9300, 197.6100, 166.6500,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 73,NA, 0, 0, 3,NA, 0, 0,AT12-1-2-2 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,2,2,S,AT12-1-2-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,10,4-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1150.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-2-2 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,3,1,M,AT12-1-3-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,8,4-Sep-2012,Aaron,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 9400.00, 375.4000,2495.8000,NA,NA,NA,NA,NA, 1,NA, 56.300, 21.670,0.044,0.283,14.190,2.758,165.750, 0.048,0.000, 126.680,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-3-1 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,3,1,O,AT12-1-3-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,8,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1150.00,  41.1460, 240.1790, 155.8880, 187.6820,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 69,NA, 0, 0, 1,NA, 0, 0,AT12-1-3-1 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,3,1,S,AT12-1-3-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,8,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1100.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-3-1 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,3,2,M,AT12-1-3-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,8,4-Sep-2012,Brigida,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1850.00, 218.9170, 263.5500,NA,NA,NA,NA,NA, 1,NA, 12.120, 16.950,0.000,0.104, 1.589,0.214,152.900, 0.000,0.000,  35.040,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-3-2 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,3,2,O,AT12-1-3-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,8,4-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,  950.00,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-3-2 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,3,2,S,AT12-1-3-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,8,4-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,  950.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-3-2 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,4,1,M,AT12-1-4-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,6,4-Sep-2012,Aaron,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 8500.00, 418.2900,3757.2000,NA,NA,NA,NA,NA, 1,NA, 32.610, 16.370,0.000,0.128, 8.970,1.174,188.680, 0.259,0.000, 184.500,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-4-1 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,4,1,O,AT12-1-4-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,6,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1150.00,  25.1820, 214.1240, 229.3090, 231.9740,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 85,NA, 0, 0, 0, 0, 0, 0,AT12-1-4-1 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,4,1,S,AT12-1-4-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,6,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1050.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-4-1 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,4,2,M,AT12-1-4-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,6,4-Sep-2012,Brigida,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,10100.00, 320.6400,2924.9000,NA,NA,NA,NA,NA, 1,NA, 26.760,  6.760,0.032,0.029, 7.477,0.961,150.790, 0.169,0.000, 140.840,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-4-2 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,4,2,O,AT12-1-4-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,6,4-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1300.00,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-4-2 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M,AT,12, 1,4,2,S,AT12-1-4-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,6,4-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,  900.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-4-2 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,5,1,M,AT12-1-5-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,4,4-Sep-2012,Aaron,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,10200.00,1015.2000,3290.0000,NA,NA,NA,NA,NA, 1,NA, 88.520, 33.000,0.196,0.000, 4.392,1.089,543.250, 0.589,0.000, 343.350,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-5-1 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,5,1,O,AT12-1-5-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,4,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1100.00,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 20,NA, 0, 0, 0, 0, 1,NA,AT12-1-5-1 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,5,1,S,AT12-1-5-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,4,4-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1100.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-5-1 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,5,2,M,AT12-1-5-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,4,4-Sep-2012,Brigida,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,12100.00, 746.3000,3265.0000,NA,NA,NA,NA,NA, 1,NA, 76.800, 27.200,0.240,0.126, 3.884,0.475,386.430, 0.262,0.000, 261.330,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-5-2 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,5,2,O,AT12-1-5-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,4,4-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1150.00,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-5-2 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M,AT,12, 1,5,2,S,AT12-1-5-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,4,4-Sep-2012,Brigida,STRI/SIO,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,Spicules sampled by Magda,Half this sample sent to Scripps with Katie,NA, 1100.00,NA,NA,NA,NA,NA,NA, 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-5-2 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,6,1,M,AT12-1-6-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,2,5-Sep-2012,Aaron,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 8850.00, 485.0300,2874.8000,NA,NA,NA,NA,NA, 1,NA, 52.100, 20.010,0.000,0.000, 2.916,0.932,191.630,12.450,0.000, 217.530,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-6-1 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,6,1,O,AT12-1-6-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,2,5-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1200.00,  55.3910, 197.9950, 212.9890, 272.6760,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 17,NA, 0, 0, 0, 0, 0, 0,AT12-1-6-1 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,6,1,S,AT12-1-6-1,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,2,5-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1250.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-6-1 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,6,2,M,AT12-1-6-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,2,5-Sep-2012,Brigida,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 9350.00, 558.9150,3585.6000,NA,NA,NA,NA,NA, 1,NA, 87.420, 35.900,0.000,0.000, 0.688,0.665,187.160, 8.550,0.132, 238.400,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-6-2 (M),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,6,2,O,AT12-1-6-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,2,5-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1100.00,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-6-2 (O),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 1,6,2,S,AT12-1-6-2,Bocas,STRI Point,Fringing reef,dead,-82.26256,9.349446,2,5-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,Sub-sample sent to Magdalena for spicule analysis (and analysed),NA,NA, 1200.00,NA,NA,NA,NA,NA,NA, 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-1-6-2 (S),Sub Recent,-82.26256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,1,1,M,AT12-3-1-1,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,2,5-Sep-2012,Aaron,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,10500.00,  65.2800, 169.6000,NA,NA,NA,NA,NA, 1,NA,  3.244,  5.270,0.000,0.105, 0.637,0.189,  4.934, 0.863,0.000,  47.000,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-1-1 (M),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,1,1,O,AT12-3-1-1,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,2,5-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,  900.00,   8.2640,  33.3680, 111.5340, 369.4250,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 13,NA, 0, 0, 1,NA, 0, 0,AT12-3-1-1 (O),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,1,1,S,AT12-3-1-1,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,2,5-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1200.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-1-1 (S),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,1,2,M,AT12-3-1-2,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,2,5-Sep-2012,Brigida,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 8650.00,  78.7400, 118.5300,NA,NA,NA,NA,NA, 1,NA,  3.597,  4.778,0.000,0.093, 0.111,0.271,  1.074, 0.443,0.000,  76.210,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-1-2 (M),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,1,2,O,AT12-3-1-2,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,2,5-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1100.00,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-1-2 (O),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,1,2,S,AT12-3-1-2,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,2,5-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1000.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-1-2 (S),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,2,1,M,AT12-3-2-1,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,4,5-Sep-2012,Aaron,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,10150.00, 908.7170,3049.7000,NA,NA,NA,NA,NA, 1,NA, 91.690, 48.090,0.146,0.263, 5.680,5.849,450.280, 1.079,0.000, 305.640,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-2-1 (M),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,2,1,O,AT12-3-2-1,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,4,5-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,  950.00,  60.9020, 198.3560, 168.2860, 159.4450,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA, 0, 0, 1,NA, 0, 0,AT12-3-2-1 (O),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,2,1,S,AT12-3-2-1,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,4,5-Sep-2012,Aaron,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,  950.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-2-1 (S),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,2,2,M,AT12-3-2-2,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,4,5-Sep-2012,Brigida,STRI,Large Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA,10550.00, 962.6030,3518.2000,NA,NA,NA,NA,NA, 1,NA,105.730, 97.760,0.195,2.353, 2.483,4.017,329.600, 0.845,0.000, 419.620,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-2-2 (M),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,2,2,O,AT12-3-2-2,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,4,5-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1200.00,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-2-2 (O),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,AT,12, 3,2,2,S,AT12-3-2-2,Bocas,Playa Estrella,Soft sediment,NA,-82.32726,9.4041,4,5-Sep-2012,Brigida,STRI,Small Bulk,NA,NA,NA,NA,NA,NA,Sub Recent,NA,NA,NA,NA,NA,NA, 1100.00,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AT12-3-2-2 (S),Sub Recent,-82.32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
